Item Number,Price,Brand,Processor,Screen Size,Color,Ram Size,SSD Capacity,GPU,Processor Speed,Type,Maximum Resolution,Model,OS,Hard Drive Capacity,Storage Type,Features,Condition
85264985877,48.99,Acer,Intel Celeron N,11.6 in,Black,4.0 GB,16 GB,Intel HD Graphics,2.16 GHz,Notebook/Laptop,1024 x 480,C732 Chromebook,Chrome OS,16 GB,SSD (Solid State Drive),"Bluetooth, Built-in Webcam, Wi-Fi","Good - Refurbished: The item shows moderate wear and is backed by a one year warranty. It is fully ...  Read moreabout the conditionGood - Refurbished: The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details. See all condition definitionsopens in a new window or tab "
85264985883,399,Acer,Intel Core i3 11th Gen.,17.3 in,STEEL GRAY,8.0 GB,256 GB,Intel UHD Graphics,3.00 GHz,Notebook/Laptop,1600 x 900,Acer Aspire 3,Windows 11 Home,256 GB,SSD (Solid State Drive),Bluetooth,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab "
85264985891,1249.99,Dell,Intel Core i5 11th Gen.,14.0 in,Black,8.0 GB,256 GB,Intel Iris Xe Graphics,2.40 GHz,Notebook,1920 x 1080,Latitude 5430 Rugged,Windows 11 Pro,256 GB,SSD (Solid State Drive),Rugged,"Very Good - RefurbishedThe item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished,  inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details. See all condition definitionsopens in a new window or tab"
85264985899,819.99,Dell,Intel Core i7 12th Gen.,16.0 in,Black,16.0 GB,1 TB,NVIDIA GeForce RTX 3060,2.30 GHz,Notebook/Laptop,2560 x 1600,Dell G16 7620,Windows 11 Home,Unknown,SSD (Solid State Drive),"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi","Excellent - RefurbishedThe item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details. See all condition definitionsopens in a new window or tab"
85264985901,306.99,Dell,Intel Core i7 8th Gen.,15.6 in,Black,16.0 GB,512 GB,Intel UHD Graphics 620,1.9 GHz,Notebook/Laptop,1920 x 1080,Dell Latitude 5590,Windows 10 Pro,Unknown,SSD (Solid State Drive),"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi","Very Good - RefurbishedThe item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished,  inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details. See all condition definitionsopens in a new window or tab"
85264985904,834.51,HP,Intel i7 Quad-Core,15.6 in,Gray,32.0 GB,1 TB,NVIDIA Quadro K1100M 2GB,2.8GHz-3.8GHz,Laptop/Portable Workstation,1920 x 1080,HP ZBook 15,Windows 10 Professional,2 TB,SSD + HDD,"10/100/1000 Giga LAN Card,  HDMI(Through DP-to-HDMI adapter),  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264985905,449.99,HP,Intel i7 8th Gen,15.6 in,Silver,32.0 GB,512GB,Intel UHD Graphics 620,1.9 GHz,Notebook,1920 x 1080,HP EliteBook 850 G5,Windows 11 Pro,512GB,SSD (Solid State Drive),1080p FHD,"UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264985915,799,Lenovo,Intel Core i5 12th Gen.,16.0 in,Black,8.0 GB,256 GB,Intel Iris Xe Graphics,4.40 GHz,Notebook/Laptop,1920 x 1200,Lenovo ThinkPad T16 Gen 1,Windows 11 Pro,Unknown,SSD (Solid State Drive),"Bluetooth, Wi-Fi","Open boxAn item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. See all condition definitionsopens in a new window or tab"
85264985926,592.99,HP,Intel Core i7 10th Gen.,15.6 in,Gray,16.0 GB,512 GB,NVIDIA GeForce MX250,1.80 GHz,Notebook/Laptop,3840 x 2160,HP Spectre X360,Windows 11 Home,Unknown,SSD (Solid State Drive),"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet,  Touchscreen,  Wi-Fi","For parts or not workingAn item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, or items missing essential components. See the seller’s listing for full details. See all condition definitionsopens in a new window or tab"
85264985934,249,Dell,Intel Core i5-1035G1,15.6 in,Black,8.0 GB,256 GB,Intel UHD Graphics,1.20 GHz,Notebook/Laptop,1366 x 768,Dell Inspiron 15 3593,Windows 11 Home,Unknown,SSD (Solid State Drive),"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi","Very Good - RefurbishedThe item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished,  inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details. See all condition definitionsopens in a new window or tab"
85264985935,280,Lenovo,Intel Core i7 10th Gen.,14.0 in,Gray,8.0 GB,256 GB,Intel UHD Graphics,1.80 GHz,Notebook/Laptop,1920 x 1080,Lenovo ThinkPad E14,Windows 10 Pro,256 GB,SSD (Solid State Drive),"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264985937,389,HP,i7-1165G7,15.6 in,Silver,16.0 GB,512 GB,Intel Iris Xe Graphics,2.80 GHz,Notebook/Laptop,1920 x 1080,HP ProBook 450 G8,Windows 10 Pro,512 GB,SSD (Solid State Drive),"Bluetooth, Built-in Webcam, Wi-Fi, Optane Memory","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264985938,489.99,Lenovo,Intel Core i5 11th Gen.,14.0 in,Gray,8.0 GB,512 GB,Intel Integrated,Good,Notebook/Laptop,1920 x 1080,Lenovo ideapad 3,Windows 11 Home,Unknown,SSD (Solid State Drive),"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab "
85264985947,464.98,Dell,Intel Core i5 6th generation,12.5 in,Black,nan GB,480GB,Intel HD Graphics 520,2.30GHz,Notebook/Laptop,Full HD,E7270,Windows 11 pros,Unknown,SSD,"Webcam integrated,  Wi-Fi,  Touchscreen,  Bluetooth","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264985962,409.99,Dell,Intel Core i5 4th generation,10.8 in,Unknown,nan GB,480GB,Intel HD Graphics 4200,1.50-1.99GHz,Notebook/Laptop,Full HD,11 Pro 7139,Windows 11 pros,Unknown,SSD,"SIM slots,  Touchscreen,  Touch ID,  Bluetooth,  Webcam integrated,  Wi-Fi,  Player SD","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264985973,2148.37,Simpletek,inter Core i7 8550U,14.0 in,Unknown,nan GB,240GB,Intel UHD Graphics 620,1.80 GHz,Notebook/Laptop,Full HD,W14X,Windows 10 Pros,Unknown,SSD,"Touch ID,  10/100 LAN Card,  Shockproof,  Bluetooth,  Webcam integrated,  Wi-Fi","Seller refurbished: The item has been restored to working order by the eBay seller or a third party. ...  Read moreabout the conditionSeller refurbished: The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller’s listing for full details. See all condition definitionsopens in a new window or tab "
85264985976,2186.69,Simpletek,inter Core i7 8550U,14.0 in,Unknown,nan GB,480GB,Intel UHD Graphics 620,1.50-1.99GHz,Notebook/Laptop,Full HD,W14X,Windows 11 Pro,Unknown,SSD,"Touch ID,  10/100 LAN Card,  Shockproof,  Bluetooth,  Webcam integrated,  Wi-Fi","Seller refurbished: The item has been restored to working order by the eBay seller or a third party. ...  Read moreabout the conditionSeller refurbished: The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller’s listing for full details. See all condition definitionsopens in a new window or tab "
85264985993,197.95,Toshiba,Intel Core i7 8th Gen.,12.5 in,Unknown,8.0 GB,256 GB,Intel HD Graphics 620,1.80 GHz,Notebook/Laptop,1920 x 1080,Toshiba Portege X20W-E,Windows 11 Pro,Unknown,SSD (Solid State Drive),"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Touchscreen, Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264985995,199,Lenovo,AMD Ryzen 5,14.0 in,Black,16.0 GB,512 GB,AMD Radeon Vega 8,2.00 GHz,Notebook/Laptop,1920 x 1080,Lenovo ThinkPad A485,Windows 11 Pro,512 GB,SSD (Solid State Drive),"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264985996,48.99,Acer,Intel Celeron N,11.6 in,Black,4.0 GB,16 GB,Intel HD Graphics,2.16 GHz,Notebook/Laptop,1024 x 480,C732 Chromebook,Chrome OS,16 GB,SSD (Solid State Drive),"Bluetooth, Built-in Webcam, Wi-Fi","Good - Refurbished: The item shows moderate wear and is backed by a one year warranty. It is fully ...  Read moreabout the conditionGood - Refurbished: The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details. See all condition definitionsopens in a new window or tab "
85264986002,489.99,Lenovo,Intel Core i5 11th Gen.,14.0 in,Gray,8.0 GB,512 GB,Intel Integrated,Good,Notebook/Laptop,1920 x 1080,Lenovo ideapad 3,Windows 11 Home,Unknown,SSD (Solid State Drive),"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab "
85264986012,85,Dell,Intel Core i7 2nd Gen.,15.6 in,Unknown,8.0 GB,128 GB,NVIDIA Geforce 4200m,2.20 GHz,Notebook/Laptop,1366 x 768,Dell Latitude E6520,Windows 10,Unknown,SSD (Solid State Drive),"Backlit Keyboard,  Bluetooth,  Built-in Webcam,  Wi-Fi","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264986014,329,Dell,i5-7200U,13.3 in,Silver,8.0 GB,256 GB,Intel Iris Plus Graphics 640,2.40 GHz,Notebook/Laptop,1920 x 1080,Dell XPS 13 9360,Windows 11 Pro,Unknown,SSD (Solid State Drive),"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi","Excellent - RefurbishedThe item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details. See all condition definitionsopens in a new window or tab"
85264986021,32.99,Samsung,Intel Celeron,11.6 in,Black,4.0 GB,16 GB,Intel HD Graphics,2.50 GHz,Notebook/Laptop,1366 x 768,Samsung Chromebook 3,Chrome OS,16 GB,SSD (Solid State Drive),"Backlit Keyboard,  Bluetooth,  Built-in Webcam,  Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264986034,115,Dell,intel Core i5-5300U,13.3 in,Black,8.0 GB,32 GB,Intel HD Graphics 5300,2.30 GHz,Notebook/Laptop,1920 x 1080,"Dell Chromebook 13 -7310, i5",Chrome OS,32 GB,SSD (Solid State Drive),"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264986035,86.99,Dell,Intel Core i5 6th Gen.,14.0 in,Unknown,8.0 GB,512 GB,Intel(R) HD Graphics 520,2.40GHz,Notebook/Laptop,1366 x 768,Latitude E5470,Windows 10 Pro,Unknown,SSD (Solid State Drive),"Backlit Keyboard,  Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264986037,423.39,Fujitsu,Intel Core i5 4th generation,15.6 in,Unknown,nan GB,120GB,Intel HD Graphics 4600,2.00-3.00GHz,Notebook/Laptop,HD,A574,Windows 11 pros,Unknown,SSD,"10/100 LAN Card, Optical Drive, Wi-Fi, Bluetooth","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264986042,87.99,Lenovo,Intel Core i7 5th Gen.,15.6 in,Black,8.0 GB,Unknown,AMD Radeon R7 M260 2GB DDR3,2.40 GHz,Notebook/Laptop,1920 x 1080,Lenovo ThinkPad Edge E550,Not Included,Unknown,Not included,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi, Wi-Fi Toggle, Full Keyboard, Fingerprint Reader","For parts or not workingAn item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, or items missing essential components. See the seller’s listing for full details. See all condition definitionsopens in a new window or tab"
85264986043,164.99,Dell,Intel Core i5 8th Gen.,14.0 in,Black,8.0 GB,128 GB,Intel UHD Graphics 620,1.70 GHz,Notebook/Laptop,1366 x 768,Dell Latitude 5490,Windows 10 Pro,Unknown,SSD (Solid State Drive),"Built-in Microphone, Built-in Webcam","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264986044,187.99,Lenovo,Intel Core i5 8th Gen.,14.0 in,Black,8.0 GB,256 GB,Intel UHD Graphics 620,1.60 GHz,Notebook/Laptop,1920 x 1080,20NY-S3Y600,Windows 10,256 GB,SSD (Solid State Drive),"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264986054,699.95,HP,Intel Core i7 12th Gen.,16.0 in,Black,16.0 GB,1 TB,Intel Arc 370M,2.30 GHz / 4.60 GHz,Notebook/Laptop,2560x1600,HP ENVY 16-h0112nr,Windows 11 Home,16 GB,SSD (Solid State Drive),"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam","Open box: An item in excellent, new condition with no wear. The item may be missing the original ...  Read moreabout the conditionOpen box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. See all condition definitionsopens in a new window or tab "
85264986056,263.95,Intel,i7-6600U,14.0 in,Black,16.0 GB,256 GB,Intel HD Graphics 520,2.60 GHz,Unknown,2560 x 1440,Dell Latitude E7470,Windows 10 Pro,Unknown,M.2 NVMe,"Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264986058,574.59,Lenovo,Intel Core i3 7th generation,15.6 in,Unknown,nan GB,128GB,Intel HD Graphics 620,2.00-3.00GHz,Notebook/Laptop,Full HD,E570,Windows 10 pros,400GB,HDD + SSD,"Touch ID, Webcam integrated, Wi-Fi, Optical Drive, Bluetooth","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264986065,59.99,Lenovo,Intel Core i3 6th Gen.,15.6 in,Black,12.0 GB,Unknown,Intel HD Graphics 520,2.30 GHz,Notebook/Laptop,1366 x 768,Lenovo IdeaPad 110-15ISK,Not Included,Unknown,Not Included,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi, Full Keyboard, Wi-Fi Toggle","For parts or not workingAn item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, or items missing essential components. See the seller’s listing for full details. See all condition definitionsopens in a new window or tab"
85264986067,199.99,HP,Intel Core i7 6th Gen.,14.0 in,Silver,16.0 GB,512 GB SSD,Intel HD Graphics,2.60 GHz,Notebook/Laptop,2560 x 1440,HP Elitebook 840,Windows 10 Pro,512 GB SSD,SSD (Solid State Drive),"10/100 LAN Card,  3D Camera,  Built-in Microphone,  Built-in Webcam","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264986074,283.94,Intel,i7-6500U,15.6 in,Black,16.0 GB,256 GB,AMD FirePro W4190M,2.50 GHz,Unknown,1920 x 1080,HP ZBook 15u G3,Windows 10 Pro,Unknown,M.2 NVMe,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264986078,444,HP,AMD Ryzen 5 5625U,13.3 in,Silver,16.0 GB,512 GB,AMD Radeon Graphics,2.30 GHz,Notebook/Laptop,1920 x 1200,HP Pavilion AERO 13,Windows 11 Home,Unknown,SSD (Solid State Drive),"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi","Open boxAn item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. See all condition definitionsopens in a new window or tab"
85264986082,149,Lenovo,Intel Core i5-6200U,15.6 in,Black,8.0 GB,500 GB,Intel HD Graphics,2.30 GHz,Notebook/Laptop,1366 x 768,Lenovo ThinkPad E560,Windows 10 Pro,500 GB,SSD (Solid State Drive),"3D Camera,  Bluetooth,  Built-in Webcam,  Optical Drive,  Touch ID,  Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264986083,1249.99,Dell,Intel Core i5 11th Gen.,14.0 in,Black,8.0 GB,256 GB,Intel Iris Xe Graphics,2.40 GHz,Notebook,1920 x 1080,Latitude 5430 Rugged,Windows 11 Pro,256 GB,SSD (Solid State Drive),Rugged,"Very Good - RefurbishedThe item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished,  inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details. See all condition definitionsopens in a new window or tab"
85264986085,433.26,Fujitsu,Intel Core i5 4th generation,15.6 in,Unknown,nan GB,240GB,Intel HD Graphics 4600,2.00-3.00GHz,Notebook/Laptop,HD,A574,Windows 10 pros,Unknown,SSD,"10/100 LAN Card,  Optical Drive,  Wi-Fi,  Bluetooth","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264986089,528.88,ASUS,Intel Core i5 12th Gen.,14.0 in,Black,8.0 GB,512 GB,Intel Iris Xe Graphics,2.50 GHz,Notebook/Laptop,2880 x 1800,ASUS VivoBook,Windows 11 Home,512 GB,SSD (Solid State Drive),"Bluetooth, Built-in Webcam, Wi-Fi","Open boxAn item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. See all condition definitionsopens in a new window or tab"
85264986096,239.98,HP,AMD Ryzen 7,14.0 in,Silver,32.0 GB,512 GB,AMD Radeon RX Vega 10,2.30 GHz,Notebook/Laptop,1920 x 1080,ELITEBOOK 745 G6,Windows 11 Pro,512 GB,SSD (Solid State Drive),"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264986106,824.99,Dell,i7-8650U,14.0 in,Black,16.0 GB,1 TB,AMD Radeon RX540,1.90 GHz,Notebook/Laptop,1920 x 1080,5420 Rugged 14,Windows 11 Pro,Unknown,SSD (Solid State Drive),"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, LTE, Multi-Touch Trackpad, Rugged, Touchscreen, Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264986107,799.95,Dell,Intel Core i7 8th Gen.,15.6 in,Silver,16.0 GB,1 TB,AMD Radeon 4GB GPU,3.10 GHz,Convertible 2-in-1 Laptop/Tablet,1920 x 1080,Dell,Windows 11 Pro,Unknown,SSD (Solid State Drive),"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Touchscreen, Wi-Fi","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264986113,349.99,Lenovo,Intel Core i7 8th Gen.,13.0 in,Black,16.0 GB,256 GB,Intel UHD Graphics 620,1.80 GHz,Notebook/Laptop,3000 x 2000,Lenovo ThinkPad X1 Tablet Gen 3,Windows 11 Pro,256 GB,SSD (Solid State Drive),LTE,"Good - RefurbishedThe item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details. See all condition definitionsopens in a new window or tab"
85264986120,155,HP,Intel Pentium,12.0 in,Black,4.0 GB,128 GB,Intel HD Graphics 615,1.20 GHz,Notebook/Laptop,1920 x 1280,HP Pro X2 612 G2 Tablet,Windows 11 Pro,128 GB,SSD (Solid State Drive),Touchscreen,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab "
85264986121,289.99,HP,Intel Core i5 8th Gen.,14.0 in,Silver,32.0 GB,500 GB,Intel UHD Graphics 620,2.60 GHz,Notebook/Laptop,1920 x 1080,Hp Elitlebook G5,Windows 11 Pro,500 GB,SSD (Solid State Drive),Wi-Fi,"Very Good - Refurbished: The item shows minimal wear and is backed by a one year warranty. It is ...  Read moreabout the conditionVery Good - Refurbished: The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished,  inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details. See all condition definitionsopens in a new window or tab "
85264986123,89.99,Lenovo,Intel Celeron N,11.6 in,Black,nan GB,32 GB,Intel HD Graphics 500,1.10 GHz,Notebook/Laptop,1366 x 768,Lenovo 100e,Chrome OS,4 GB,eMMC,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad,  Rugged,  Wi-Fi","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264986125,179.95,Microsoft,Intel Core i5 6th Gen.,12.3 in,Silver,8.0 GB,256 GB,Intel HD Graphics,2.40 GHz,Notebook/Laptop,2736 x 1824,Microsoft Surface Pro 4,Windows 10 Pro,Unknown,SSD (Solid State Drive),"Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Widescreen Display, Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
